Id,Requester id,Group,Status,Priority,Via,Created at,Initially assigned at,Assigned at,Solved at,Updated at,CreatedToUpdated_Days,Resolution time,Satisfaction Score,Reopens,Replies,First reply time in minutes within business hours,First resolution time in minutes,First resolution time in minutes within business hours,Full resolution time in minutes,Full resolution time in minutes within business hours,Requester wait time in minutes,Requester wait time in minutes within business hours,Manual Tagging of Categories,SolvedOnly,CtoIA HOurs,IAtoS Hours,Satisfaction Rating
315767,7.31513E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 19:51,02-05-23 19:51,08-05-23 12:00,06-06-23 6:11,38,221,,0,2,2811,13260,6660,13260,6660,5091,2811,,0,85,137,
291138,7.30253E+12,Endorsements,Closed,Low,Mail,01-04-23 7:00,07-04-23 12:34,07-04-23 12:34,12-04-23 21:07,11-05-23 6:09,40,278,,0,2,8640,16687,8640,16687,8640,16687,8640,,0,150,129,
315794,7.25141E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 19:49,02-05-23 19:49,08-05-23 12:48,06-06-23 6:11,38,222,,0,2,2821,13308,6709,13308,6709,5101,2821,,0,85,137,
295425,7.30228E+12,Endorsements,Closed,Low,Mail,06-04-23 7:01,06-04-23 13:51,06-04-23 13:51,12-04-23 7:24,11-05-23 6:09,35,144,,0,2,291,8663,4320,8663,4320,409,291,,0,7,138,
294217,7.30311E+12,Endorsements,Closed,Low,Mail,05-04-23 7:00,05-04-23 15:17,05-04-23 15:17,11-04-23 10:23,10-05-23 6:11,35,147,,0,2,377,8843,4404,8843,4404,497,377,,0,9,140,
314815,7.91129E+12,Endorsements,Closed,Low,Mail,28-04-23 7:00,28-04-23 16:01,28-04-23 16:01,04-05-23 11:28,02-06-23 6:09,35,148,,0,2,425,8908,4469,8908,4469,545,425,,0,10,140,
331414,7.30287E+12,Endorsements,Closed,Low,Mail,18-05-23 7:02,18-05-23 15:02,18-05-23 15:02,24-05-23 11:43,13-06-23 12:36,26,149,,0,2,363,8921,4483,8921,4483,480,363,,0,8,141,
308890,8.95675E+12,Endorsements,Closed,Low,Mail,21-04-23 7:00,21-04-23 16:27,21-04-23 16:27,27-04-23 13:19,26-05-23 6:09,35,150,,0,2,4579,9019,4579,9019,4579,567,447,,0,10,141,
300377,7.30835E+12,Endorsements,Closed,Low,Mail,12-04-23 7:02,13-04-23 1:18,13-04-23 1:18,18-04-23 22:10,17-05-23 6:11,35,159,,0,2,720,9549,5040,9549,5040,1096,720,,0,19,141,
300281,8.24307E+12,Endorsements,Closed,Low,Mail,12-04-23 7:00,13-04-23 1:17,13-04-23 1:17,18-04-23 22:13,17-05-23 6:11,35,159,,0,2,720,9553,5040,9553,5040,1097,720,,0,19,141,
330190,7.50466E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,17-05-23 18:04,17-05-23 18:04,23-05-23 15:34,12-06-23 16:37,26,153,,0,2,545,9154,4714,9154,4714,665,545,,0,12,142,
294325,7.30286E+12,Endorsements,Closed,Low,Mail,05-04-23 7:00,06-04-23 17:43,12-04-23 14:49,12-04-23 14:49,11-05-23 6:09,36,176,,0,2,5390,10549,5390,10549,5390,10550,5390,,0,35,142,
293255,7.23652E+12,Endorsements,Closed,Low,Mail,04-04-23 7:02,04-04-23 16:25,04-04-23 16:25,10-04-23 11:23,09-05-23 6:09,35,148,,0,2,448,8901,4463,8901,4463,566,448,,0,10,139,
321964,7.22347E+12,Endorsements,Closed,Low,Mail,07-05-23 7:00,08-05-23 16:08,08-05-23 16:08,15-05-23 12:01,07-06-23 6:41,31,197,,0,2,1148,11821,5941,11821,5941,1988,1148,,0,34,164,
301382,9.67074E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,13-04-23 16:37,13-04-23 16:37,20-04-23 12:14,19-05-23 6:12,36,173,,0,2,458,10395,5235,10395,5235,577,458,,0,10,164,
298048,7.3035E+12,Endorsements,Closed,Low,Mail,10-04-23 7:00,12-04-23 2:01,12-04-23 2:01,18-04-23 21:30,17-05-23 6:11,37,207,,0,2,1440,12391,6480,12391,6480,2581,1440,,0,44,164,
301362,7.30281E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,19-04-23 18:01,19-04-23 18:01,26-04-23 14:41,25-05-23 6:10,42,320,,0,2,4865,19181,9701,19181,9701,9305,4865,,0,156,165,
321973,7.30316E+12,Endorsements,Closed,Low,Mail,07-05-23 7:00,08-05-23 16:04,08-05-23 16:04,15-05-23 12:05,07-06-23 6:41,31,197,,0,2,1145,11825,5946,11825,5946,1985,1145,,0,34,165,
301354,7.30345E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,13-04-23 16:58,13-04-23 16:58,20-04-23 12:19,19-05-23 6:12,36,173,,0,2,478,10399,5239,10399,5239,598,478,,0,10,164,
299187,7.30296E+12,Endorsements,Closed,Low,Mail,11-04-23 7:00,12-04-23 2:08,12-04-23 2:08,18-04-23 22:04,17-05-23 6:11,36,183,,0,2,720,10984,5760,10984,5760,1148,720,,0,20,164,
300374,7.30346E+12,Endorsements,Closed,Low,Mail,12-04-23 7:01,20-04-23 10:56,20-04-23 10:56,27-04-23 9:19,26-05-23 6:09,44,362,,0,2,5876,21738,10819,21738,10819,11755,5876,,0,196,167,
302554,7.30268E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,20-04-23 10:04,20-04-23 10:04,27-04-23 9:32,26-05-23 6:09,42,315,,0,2,4384,18872,9393,18872,9393,8824,4384,,0,148,168,
313829,7.30258E+12,Endorsements,Closed,Low,Mail,27-04-23 7:00,28-04-23 12:12,28-04-23 12:12,05-05-23 11:23,03-06-23 6:08,37,196,,0,2,912,11783,5903,11783,5903,1752,912,,0,30,168,
306642,7.22391E+12,Endorsements,Closed,Low,Mail,19-04-23 7:00,20-04-23 11:03,20-04-23 11:03,27-04-23 11:03,26-05-23 6:09,37,196,,0,2,810,11763,5883,11763,5883,1649,810,,0,29,168,
297262,7.30349E+12,Endorsements,Closed,Low,Mail,08-04-23 7:00,10-04-23 13:22,10-04-23 13:22,17-04-23 13:02,16-05-23 6:09,38,222,,0,2,2268,13322,6722,13322,6722,4548,2268,,0,55,168,
300261,7.30311E+12,Endorsements,Closed,Low,Mail,12-04-23 7:00,20-04-23 11:01,20-04-23 11:01,27-04-23 9:22,26-05-23 6:09,44,362,,0,2,5882,21742,10823,21742,10823,11761,5882,,0,197,167,
303637,7.23543E+12,Endorsements,Closed,Low,Mail,15-04-23 7:00,20-04-23 11:03,20-04-23 11:03,27-04-23 9:34,26-05-23 6:09,41,291,,0,2,3666,17434,8675,17434,8675,7385,3666,,0,125,167,
301431,7.30946E+12,Endorsements,Closed,Low,Mail,13-04-23 7:02,13-04-23 16:53,13-04-23 16:53,20-04-23 12:55,19-05-23 6:12,36,174,,0,2,474,10434,5276,10434,5276,592,474,,0,10,165,
293177,7.25146E+12,Endorsements,Closed,Low,Mail,04-04-23 7:00,07-04-23 15:49,07-04-23 15:49,14-04-23 13:01,13-05-23 6:07,39,246,,0,2,2570,14761,7441,14761,7441,4849,2570,,0,81,166,
327991,7.23543E+12,Endorsements,Closed,Low,Mail,15-05-23 7:00,15-05-23 15:23,15-05-23 15:23,22-05-23 12:51,11-06-23 13:35,27,174,,0,2,384,10431,5271,10431,5271,504,384,,0,9,166,
304484,7.25226E+12,Endorsements,Closed,Low,Mail,17-04-23 7:00,17-04-23 18:02,17-04-23 18:12,24-04-23 15:58,23-05-23 6:10,36,177,,0,2,1648,10618,5459,10618,5459,3207,1648,,0,12,166,
321388,8.54416E+12,Endorsements,Closed,Low,Mail,06-05-23 7:00,06-05-23 10:58,06-05-23 10:58,12-05-23 15:13,07-06-23 6:42,32,152,,0,2,119,9133,4694,9133,4694,238,119,,0,4,149,
296511,7.23461E+12,Endorsements,Closed,Low,Mail,07-04-23 7:00,10-04-23 15:10,10-04-23 15:10,16-04-23 21:01,15-05-23 6:00,38,230,,0,2,2530,13801,7200,13801,7200,4810,2530,,0,81,150,
307791,7.26225E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,20-04-23 12:13,20-04-23 12:13,26-04-23 18:29,25-05-23 6:10,35,155,,0,2,193,9329,4889,9329,4889,313,193,,0,6,151,
321354,1.0154E+13,Endorsements,Closed,Low,Mail,06-05-23 7:00,06-05-23 11:36,06-05-23 11:36,12-05-23 18:28,07-06-23 6:42,32,155,,0,2,157,9328,4889,9328,4889,7543,3824,,0,5,151,
316996,8.60923E+12,Endorsements,Closed,Low,Mail,02-05-23 7:00,12-05-23 15:12,12-05-23 15:12,18-05-23 18:06,07-06-23 18:38,36,395,,0,2,12067,23706,12067,23706,12067,23706,12067,,0,249,147,
329183,7.7112E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,16-05-23 10:10,16-05-23 10:10,22-05-23 13:25,11-06-23 13:35,26,150,,0,2,70,9023,4585,9023,4585,188,70,,0,4,148,
330326,7.30339E+12,Endorsements,Closed,Low,Mail,17-05-23 7:02,17-05-23 18:32,17-05-23 18:32,23-05-23 22:00,12-06-23 22:36,27,159,,0,2,572,9538,5040,9538,5040,690,572,,0,12,148,
313729,7.30344E+12,Endorsements,Closed,Low,Mail,27-04-23 7:00,28-04-23 12:23,28-04-23 12:23,04-05-23 18:31,02-06-23 6:09,36,180,,0,2,924,10771,5611,10771,5611,1764,924,,0,30,151,
307816,6.76402E+12,Endorsements,Closed,Low,Mail,20-04-23 7:02,20-04-23 12:08,20-04-23 12:08,26-04-23 18:21,25-05-23 6:10,35,155,,0,2,188,9319,4881,9319,4881,306,188,,0,6,151,
294272,7.25142E+12,Endorsements,Closed,Low,Mail,05-04-23 7:00,07-04-23 21:57,07-04-23 21:57,14-04-23 12:45,13-05-23 6:07,38,222,,0,2,3582,13306,6706,13306,6706,6582,3582,,0,63,159,
315779,7.30349E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 10:50,02-05-23 10:50,08-05-23 21:36,06-06-23 6:11,38,231,,0,2,2271,13837,7200,13837,7200,4550,2271,,0,76,155,
315727,7.30356E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 19:52,02-05-23 19:52,09-05-23 11:32,07-06-23 6:09,39,245,,0,2,2812,14672,7353,14672,7353,5092,2812,,0,85,160,
316566,7.25141E+12,Endorsements,Closed,Low,Mail,01-05-23 7:00,02-05-23 19:52,02-05-23 19:52,09-05-23 12:27,07-06-23 6:09,37,197,,0,2,1373,11848,5968,11848,5968,2213,1373,,0,37,161,
295415,7.27678E+12,Endorsements,Closed,Low,Mail,06-04-23 7:00,09-04-23 23:30,09-04-23 23:30,16-04-23 15:49,15-05-23 6:00,39,249,,0,2,2880,14930,7610,14930,7610,5310,2880,,0,89,161,
301343,7.24259E+12,Endorsements,Closed,Low,Mail,13-04-23 7:00,13-04-23 17:04,13-04-23 17:04,20-04-23 10:44,19-05-23 6:12,36,172,,0,2,485,10304,5144,10304,5144,604,485,,0,11,162,
291119,7.97816E+12,Endorsements,Closed,Low,Mail,01-04-23 7:00,04-04-23 15:51,04-04-23 15:51,10-04-23 23:02,09-05-23 6:09,38,232,,0,2,2574,13922,7200,13922,7200,4853,2573,,0,81,152,
329059,1.01253E+13,Endorsements,Closed,Low,Mail,16-05-23 7:00,16-05-23 10:14,16-05-23 10:14,22-05-23 17:41,11-06-23 18:36,26,155,,0,2,74,9281,4841,9281,4841,194,74,,0,4,152,
329080,9.98331E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,16-05-23 10:18,16-05-23 10:18,22-05-23 17:38,11-06-23 18:36,26,155,,0,2,78,9278,4839,9278,4839,198,78,,0,4,152,
315701,7.23588E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 12:13,02-05-23 12:13,08-05-23 20:59,06-06-23 6:11,38,230,,0,2,2354,13799,7199,13799,7199,4633,2354,,0,78,153,
329166,7.23624E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,17-05-23 13:24,17-05-23 13:24,23-05-23 22:30,12-06-23 23:34,28,183,,0,2,984,11009,5760,11009,5760,1822,984,,0,31,154,
316243,7.7112E+12,Endorsements,Closed,Low,Mail,30-04-23 7:00,02-05-23 12:43,02-05-23 12:43,08-05-23 21:44,06-06-23 6:11,37,207,,0,2,1664,12404,6480,12404,6480,3224,1664,,0,54,154,
291062,8.70152E+12,Endorsements,Closed,Low,Mail,01-04-23 7:00,03-04-23 15:48,03-04-23 15:48,10-04-23 0:18,08-05-23 5:59,37,209,,0,2,1848,12558,6480,12558,6480,3408,1848,,0,57,153,
294248,7.97646E+12,Endorsements,Closed,Low,Mail,05-04-23 7:00,07-04-23 12:37,07-04-23 12:37,12-04-23 21:21,11-05-23 6:09,36,182,,0,2,5760,10941,5760,10941,5760,10941,5760,,0,54,129,
336415,7.29145E+12,Endorsements,Closed,Low,Mail,24-05-23 7:01,24-05-23 12:54,24-05-23 12:54,29-05-23 20:46,18-06-23 21:35,26,134,,0,2,235,8025,4306,8025,4306,353,235,,0,6,128,
303570,6.72163E+12,Endorsements,Closed,Low,Mail,15-04-23 7:00,05-05-23 15:25,05-05-23 15:25,09-05-23 17:54,07-06-23 6:10,53,587,,0,2,17813,35214,17815,35214,17815,35214,17815,,0,489,99,
302503,7.98238E+12,Endorsements,Closed,Low,Mail,14-04-23 7:00,05-05-23 15:24,05-05-23 15:24,09-05-23 16:43,07-06-23 6:10,54,610,,0,2,16261,36583,18464,36583,18464,36584,18464,,0,513,98,
291080,8.20136E+12,Endorsements,Closed,Low,Mail,01-04-23 7:00,03-04-23 12:59,03-04-23 12:59,07-04-23 14:33,06-05-23 6:04,35,152,,0,2,1680,9093,4653,9093,4653,3239,1680,,0,54,98,
333384,1.0063E+13,Endorsements,Closed,Low,Mail,20-05-23 7:00,22-05-23 10:55,22-05-23 10:55,26-05-23 13:10,15-06-23 13:41,26,150,,0,2,1556,9010,4571,9010,4571,3115,1556,,0,52,99,
321375,7.30355E+12,Endorsements,Closed,Low,Mail,06-05-23 7:00,08-05-23 16:05,08-05-23 16:05,12-05-23 17:23,07-06-23 6:42,32,154,,0,2,2320,9263,4824,9263,4824,4600,2321,,0,58,98,
315714,8.52318E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,04-05-23 12:58,04-05-23 12:58,08-05-23 21:14,06-06-23 6:11,38,230,,0,2,3838,13814,7200,13814,7200,7558,3838,,0,126,105,
330188,7.30332E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,17-05-23 10:46,17-05-23 10:46,21-05-23 20:17,10-06-23 20:34,25,109,,0,2,107,6557,3377,6557,3377,226,107,,0,4,106,
330208,1.05017E+13,Endorsements,Closed,Low,Mail,17-05-23 7:00,17-05-23 10:38,17-05-23 10:38,21-05-23 20:07,10-06-23 20:34,25,109,,0,2,99,6547,3367,6547,3367,218,99,,0,4,106,
297776,7.30316E+12,Endorsements,Closed,Low,Mail,09-04-23 7:00,13-04-23 1:16,13-04-23 1:16,16-04-23 23:12,15-05-23 6:00,36,184,,0,2,2880,11052,5760,11052,5760,5416,2880,,0,91,94,
329083,7.25142E+12,Endorsements,Closed,Low,Mail,16-05-23 7:00,18-05-23 15:39,18-05-23 15:39,22-05-23 13:08,11-06-23 13:35,26,150,,0,2,1839,9008,4569,9008,4569,3399,1839,,0,57,94,
337564,7.30557E+12,Endorsements,Closed,Low,Mail,25-05-23 7:01,26-05-23 0:42,26-05-23 0:42,29-05-23 20:54,18-06-23 21:35,25,110,,0,2,720,6592,3594,6592,3594,1061,720,,0,18,93,
337593,1.11581E+13,Endorsements,Closed,Low,Mail,25-05-23 7:02,26-05-23 0:39,26-05-23 0:39,29-05-23 20:51,18-06-23 21:35,25,110,,0,2,720,6589,3591,6589,3591,1058,720,,0,18,93,
296623,7.62943E+12,Endorsements,Closed,Low,Mail,07-04-23 7:02,10-04-23 11:56,10-04-23 11:56,14-04-23 10:32,13-05-23 6:07,36,172,,0,2,2602,10290,5133,10290,5133,4880,2602,,0,77,95,
293222,7.3036E+12,Endorsements,Closed,Low,Mail,04-04-23 7:00,07-04-23 16:47,07-04-23 16:47,11-04-23 17:37,10-05-23 6:11,36,179,,0,2,2628,10717,5558,10717,5558,4907,2628,,0,82,97,
309823,7.23465E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,24-04-23 14:58,28-04-23 15:55,28-04-23 15:57,27-05-23 6:08,35,153,,0,2,4736,9177,4737,9177,4737,9177,4738,,0,56,97,
321952,7.43412E+12,Endorsements,Closed,Low,Mail,07-05-23 7:00,08-05-23 15:49,08-05-23 15:49,12-05-23 16:14,07-06-23 6:41,31,129,,0,2,1613,7754,4034,7754,4034,3172,1613,,0,33,97,
309775,7.25147E+12,Endorsements,Closed,Low,Mail,22-04-23 7:00,24-04-23 14:58,24-04-23 14:58,28-04-23 16:49,27-05-23 6:08,35,154,,0,2,1849,9229,4790,9229,4790,3409,1850,,0,56,98,
331583,7.2743E+12,Endorsements,Closed,Low,Mail,18-05-23 10:36,18-05-23 12:57,18-05-23 19:03,22-05-23 11:32,11-06-23 12:36,24,97,,0,2,775,5816,2756,5816,2756,5796,2736,,0,3,95,
323683,7.30312E+12,Endorsements,Closed,Low,Mail,09-05-23 14:55,11-05-23 11:47,11-05-23 11:47,15-05-23 11:12,07-06-23 6:41,29,140,,0,2,1252,8417,4097,8417,4097,8178,3858,,0,45,96,
330251,7.25142E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,18-05-23 15:37,18-05-23 15:37,23-05-23 18:24,12-06-23 18:36,26,155,,0,2,1118,9324,4884,9324,4884,1957,1118,,0,33,123,
318125,9.78476E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,11-05-23 12:00,11-05-23 12:00,16-05-23 14:59,07-06-23 6:43,35,320,,0,2,5941,19198,9719,19198,9719,11820,5941,,0,197,123,
330187,7.30291E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,17-05-23 11:34,17-05-23 11:34,22-05-23 12:26,11-06-23 12:36,25,125,,0,2,155,7526,3806,7526,3806,274,155,,0,5,121,
330319,7.31093E+12,Endorsements,Closed,Low,Mail,17-05-23 7:02,17-05-23 11:35,17-05-23 11:35,22-05-23 12:29,11-06-23 12:36,25,125,,0,2,156,7527,3809,7527,3809,274,156,,0,5,121,
325901,8.07977E+12,Endorsements,Closed,Low,Mail,11-05-23 19:19,12-05-23 11:07,12-05-23 11:07,17-05-23 11:10,07-06-23 5:50,26,136,,0,2,2847,8151,3831,8151,3831,5727,2847,,0,16,121,
307771,7.30229E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,21-04-23 12:48,21-04-23 12:48,26-04-23 18:00,25-05-23 6:10,35,155,,0,2,948,9300,4860,9300,4860,1788,948,,0,30,126,
335342,7.30311E+12,Endorsements,Closed,Low,Mail,23-05-23 7:02,24-05-23 14:48,24-05-23 14:48,29-05-23 20:18,18-06-23 20:35,27,157,,0,2,1068,9436,4999,9436,4999,1906,1068,,0,32,126,
331343,1.03954E+13,Endorsements,Closed,Low,Mail,18-05-23 7:00,18-05-23 13:19,18-05-23 13:19,23-05-23 19:09,12-06-23 19:39,26,132,,0,2,260,7930,4210,7930,4210,379,260,,0,7,126,
329172,7.30268E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,16-05-23 12:39,16-05-23 12:39,21-05-23 16:47,10-06-23 17:35,25,130,,0,2,220,7785,3888,7785,3888,338,220,,0,6,125,
329174,7.29145E+12,Endorsements,Closed,Low,Mail,16-05-23 7:02,16-05-23 12:47,16-05-23 12:47,21-05-23 16:16,10-06-23 16:36,25,129,,0,2,228,7755,3857,7755,3857,345,228,,0,6,124,
326940,7.30615E+12,Endorsements,Closed,Low,Mail,12-05-23 19:23,18-05-23 16:40,18-05-23 16:40,23-05-23 20:22,12-06-23 20:39,31,265,,0,2,4156,15898,7978,15898,7978,8476,4156,,0,142,124,
307810,7.30302E+12,Endorsements,Closed,Low,Mail,20-04-23 7:02,21-04-23 12:37,21-04-23 12:37,26-04-23 17:14,25-05-23 6:10,35,154,,0,2,938,9252,4814,9252,4814,1776,938,,0,30,125,
307757,7.2908E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,21-04-23 12:46,21-04-23 12:46,26-04-23 17:22,25-05-23 6:10,35,154,,0,2,946,9262,4822,9262,4822,1786,946,,0,30,125,
315720,7.30327E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,05-05-23 15:08,05-05-23 15:08,10-05-23 19:14,07-06-23 6:44,39,276,,0,2,2330,16574,8535,16574,8535,4610,2330,,0,153,125,
317020,7.22439E+12,Endorsements,Closed,Low,Mail,02-05-23 7:00,05-05-23 15:08,05-05-23 15:08,10-05-23 20:00,07-06-23 6:43,36,205,,0,2,202,12300,6420,12300,6420,321,202,,0,81,125,
296606,7.22468E+12,Endorsements,Closed,Low,Mail,07-04-23 7:01,10-04-23 16:32,16-04-23 16:53,15-04-23 11:32,14-05-23 6:01,37,197,,0,2,4041,11791,5912,11791,5912,7759,4041,,0,82,115,
297785,9.19629E+12,Endorsements,Closed,Low,Mail,09-04-23 7:00,12-04-23 1:03,12-04-23 1:03,16-04-23 21:22,15-05-23 6:00,36,182,,0,2,2160,10942,5760,10942,5760,3964,2160,,0,67,117,
315756,7.98113E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 10:48,06-05-23 20:10,06-05-23 20:10,04-06-23 6:02,36,181,,0,2,2269,10870,5710,10870,5710,4548,2269,,0,76,106,
330297,7.30262E+12,Endorsements,Closed,Low,Mail,17-05-23 7:00,17-05-23 9:54,17-05-23 9:54,21-05-23 19:49,10-06-23 20:34,25,109,,0,2,55,6529,3349,6529,3349,175,55,,0,3,106,
311731,7.23652E+12,Endorsements,Closed,Low,Mail,25-04-23 7:01,27-04-23 20:33,27-04-23 20:33,02-05-23 13:39,31-05-23 6:08,36,175,,0,2,2140,10478,5320,10478,5320,3698,2140,,0,62,114,
333379,7.30355E+12,Endorsements,Closed,Low,Mail,20-05-23 7:00,24-05-23 14:59,24-05-23 14:59,29-05-23 13:19,18-06-23 13:35,29,222,,0,2,3240,13339,6740,13339,6740,13339,6740,,0,104,119,
330791,7.25146E+12,Endorsements,Closed,Low,Mail,17-05-23 15:08,18-05-23 13:11,18-05-23 13:11,23-05-23 12:36,12-06-23 13:38,26,141,,0,2,1322,8488,4168,8488,4168,8485,4165,,0,23,120,
320449,7.27339E+12,Endorsements,Closed,Low,Mail,05-05-23 7:00,18-05-23 18:19,18-05-23 18:19,23-05-23 15:12,12-06-23 15:40,38,440,,0,2,9919,26412,13332,26412,13332,19399,9919,,0,324,117,
312666,7.29473E+12,Endorsements,Closed,Low,Mail,26-04-23 7:00,05-05-23 15:07,05-05-23 15:07,10-05-23 11:49,07-06-23 6:44,42,341,,0,2,359,20449,10250,20449,10250,478,359,,0,225,117,
321408,7.2908E+12,Endorsements,Closed,Low,Mail,06-05-23 7:00,11-05-23 15:21,11-05-23 15:21,16-05-23 13:01,07-06-23 6:42,32,246,,0,2,3721,14761,7442,14761,7442,7441,3721,,0,129,118,
307735,9.07997E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,25-04-23 17:34,25-04-23 17:34,02-05-23 17:44,31-05-23 6:09,41,299,,0,2,4115,17924,9164,17924,9164,7834,4115,,0,131,169,
295588,7.23509E+12,Endorsements,Closed,Low,Mail,06-04-23 10:02,06-04-23 18:05,06-04-23 18:05,17-04-23 1:11,15-05-23 6:00,39,255,,0,2,4531,15309,7857,15309,7857,8851,4531,,0,9,248,
305459,7.25146E+12,Endorsements,Closed,Low,Mail,18-04-23 7:00,28-04-23 10:02,28-04-23 10:02,08-05-23 18:52,06-06-23 6:12,49,492,,0,2,7262,29512,14992,29512,14992,14582,7262,,0,244,249,
307775,9.67075E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,28-04-23 10:00,28-04-23 10:00,08-05-23 18:30,06-06-23 6:11,47,444,,0,2,5821,26610,13530,26610,13530,11700,5821,,0,195,249,
300279,7.30252E+12,Endorsements,Closed,Low,Mail,12-04-23 7:00,18-04-23 17:04,18-04-23 17:04,29-04-23 4:15,27-05-23 6:08,45,405,,0,2,4805,24315,12240,24315,12240,9244,4805,,0,155,252,
305504,9.48656E+12,Endorsements,Closed,Low,Mail,18-04-23 7:02,18-04-23 13:17,18-04-23 13:17,28-04-23 15:39,27-05-23 6:08,39,249,,0,2,258,14918,7600,14918,7600,376,258,,0,7,243,
303619,8.45424E+12,Endorsements,Closed,Low,Mail,15-04-23 7:00,17-04-23 11:15,17-04-23 11:15,27-04-23 14:49,26-05-23 6:09,41,296,,0,2,1589,17749,8989,17749,8989,3148,1589,,0,53,244,
315708,7.30317E+12,Endorsements,Closed,Low,Mail,29-04-23 7:00,02-05-23 12:01,02-05-23 12:01,12-05-23 15:14,07-06-23 6:44,39,320,,0,2,2342,19214,9735,19214,9735,4622,2342,,0,78,244,
291030,7.28073E+12,Endorsements,Closed,Low,Mail,01-04-23 7:00,10-04-23 7:11,10-04-23 7:11,20-04-23 13:03,19-05-23 6:12,48,462,,0,2,1687,27723,13923,27723,13923,3247,1687,,0,217,246,
307766,7.30218E+12,Endorsements,Closed,Low,Mail,20-04-23 7:00,21-04-23 17:18,21-04-23 17:18,02-05-23 12:13,31-05-23 6:09,41,293,,0,2,1219,17593,8834,17593,8834,2058,1219,,0,35,259,
295436,7.30306E+12,Endorsements,Closed,Low,Mail,06-04-23 7:02,10-04-23 13:19,10-04-23 13:19,21-04-23 13:25,20-05-23 6:10,44,366,,0,2,4049,21984,11066,21984,11066,7767,4049,,0,103,265,
311729,7.27348E+12,Endorsements,Closed,Low,Mail,25-04-23 7:01,27-04-23 9:01,27-04-23 9:01,08-05-23 11:04,06-06-23 6:11,42,316,,0,2,1708,18963,9485,18963,9485,3001,1442,,0,50,267,
318121,7.2457E+12,Endorsements,Closed,Low,Mail,03-05-23 7:00,11-05-23 12:13,11-05-23 12:13,22-05-23 11:56,11-06-23 12:36,39,461,,0,2,5953,27656,13857,27656,13857,11833,5953,,0,198,264,
291720,7.24382E+12,Endorsements,Closed,Low,Mail,02-04-23 7:00,03-04-23 15:33,03-04-23 15:33,14-04-23 13:12,13-05-23 6:07,41,294,,0,2,1113,17652,8892,17652,8892,1953,1113,,0,33,262,
313765,7.22391E+12,Endorsements,Closed,Low,Mail,27-04-23 7:00,27-04-23 13:25,27-04-23 13:25,08-05-23 10:57,06-06-23 6:11,40,268,,0,2,265,16077,8037,16077,8037,385,265,,0,7,262,
312635,7.30311E+12,Endorsements,Closed,Low,Mail,26-04-23 7:00,27-04-23 13:43,27-04-23 13:43,08-05-23 11:08,06-06-23 6:11,41,292,,0,2,1003,17528,8769,17528,8769,1843,1003,,0,31,262,
303578,7.27248E+12,Endorsements,Closed,Low,Mail,15-04-23 7:00,17-04-23 16:33,17-04-23 16:33,28-04-23 15:06,27-05-23 6:08,42,320,,0,2,1893,19206,9727,19206,9727,3453,1893,,0,58,263,
305458,7.44072E+12,Endorsements,Closed,Low,Mail,18-04-23 7:00,18-04-23 13:16,18-04-23 13:16,28-04-23 15:47,27-05-23 6:08,39,249,,0,2,257,14927,7607,14927,7607,376,257,,0,7,243,
305370,7.30258E+12,Endorsements,Closed,Low,Mail,18-04-23 7:00,18-04-23 10:55,18-04-23 10:55,27-04-23 18:02,26-05-23 6:09,38,227,,0,2,116,13622,7022,13622,7022,236,116,,0,4,224,
297242,7.29076E+12,Endorsements,Closed,Low,Mail,08-04-23 7:00,10-04-23 19:52,10-04-23 19:52,20-04-23 12:49,19-05-23 6:12,41,294,,0,2,2093,17629,8869,17629,8869,3652,2093,,0,61,233,
